name	weight	coordinates
2895	39	LINESTRING(309041.05013708695 5053723.996355178, 298502.7972183217 5048134.025772812)
1821	28	LINESTRING(311280.48161017307 5036634.4182589045, 295711.8352737278 5040426.327997737)
2409	32	LINESTRING(306143.9800908278 5033464.236867483, 295604.88990986533 5040103.279898846)
1065	25	LINESTRING(306687.7222760416 5046144.754558784, 299148.86520616466 5040622.57221934)
990	31	LINESTRING(306215.05506463867 5043501.1950970385, 297179.8161037314 5046349.974999029)
284	30	LINESTRING(306879.24347578944 5037121.874491992, 302114.4255565775 5049950.8437651405)
462	26	LINESTRING(305716.3147122472 5039039.227941865, 298999.0148765176 5039467.8088384075)
1656	38	LINESTRING(303608.53950214287 5044086.824116183, 299618.3526526241 5040995.804125066)
1989	25	LINESTRING(309441.0048026525 5033439.793783953, 305317.6850843131 5058992.491217623)
1001	37	LINESTRING(305003.025287951 5042104.112454745, 298883.9239910191 5053387.915879445)
2794	32	LINESTRING(304354.3743087629 5044504.170889509, 295913.9114963177 5040145.545279588)
2944	35	LINESTRING(307827.9651926745 5041731.304120113, 296754.0576434074 5044662.097760772)
2837	48	LINESTRING(302900.0934424042 5042995.51343664, 299662.4440468328 5040283.293577415)
270	24	LINESTRING(309277.5943369596 5043046.037422193, 294248.78873260744 5038494.769740335)
872	29	LINESTRING(308981.2677088508 5034941.387155711, 298156.690087303 5044500.568925679)
1687	36	LINESTRING(311128.1366427952 5048034.351285398, 299538.97048378276 5040178.315466769)
405	33	LINESTRING(306539.42100533715 5037094.485514477, 299713.10779924673 5040952.832001362)
1995	25	LINESTRING(309157.54805669363 5053439.841349137, 300799.41834457783 5043226.496052933)
764	26	LINESTRING(303380.6749092515 5041917.302415815, 280668.4091406572 5035792.135469617)
426	27	LINESTRING(305169.0027984559 5046421.836909871, 303233.1628458171 5048983.5178566715)
2095	34	LINESTRING(308398.8666108346 5037016.28959561, 295463.42663017195 5040551.5104015)
2962	27	LINESTRING(305797.1833058333 5035104.885930199, 299015.3483024392 5040687.196506591)
1775	30	LINESTRING(307163.9791956056 5038248.678462187, 292396.5901635549 5032145.471591846)
1184	24	LINESTRING(310104.5040643413 5037585.477555085, 288795.44933266705 5038199.740972505)
3	15	LINESTRING(303578.6896833656 5040244.377547456, 294898.58230503043 5039395.25945869)
697	25	LINESTRING(305290.3510699911 5040093.262932458, 299696.403406702 5041003.708422094)
1267	32	LINESTRING(304714.1984257325 5043878.217778876, 300045.0491874185 5041888.080064896)
2306	23	LINESTRING(306660.889848895 5044268.297585291, 300291.7618688444 5053029.436706664)
896	29	LINESTRING(309061.1285746535 5041110.912865381, 301292.5046498997 5039591.629149395)
2675	30	LINESTRING(311336.05715880956 5035567.1601453405, 300487.8263643558 5043225.499852785)
574	23	LINESTRING(309390.4261122486 5050269.537823479, 299288.4941240724 5039872.013508752)
1626	31	LINESTRING(309484.32719390414 5037139.58264175, 295980.0531612647 5046479.806511261)
383	24	LINESTRING(310844.0586585401 5038772.475705699, 298061.0277995243 5038888.79795128)
885	31	LINESTRING(308198.289616047 5038294.800797181, 298940.7947285968 5039596.0986939985)
1791	29	LINESTRING(305554.60044500703 5035422.142492012, 295499.92100422067 5040321.021147218)
2452	30	LINESTRING(303264.68573979306 5041720.916902345, 294364.4973714507 5031264.903897463)
1966	30	LINESTRING(307014.01989548816 5047441.416802352, 290575.4201860224 5042041.462207186)
1501	19	LINESTRING(307221.945008194 5048707.791512882, 299901.32880543615 5049853.478438868)
2050	34	LINESTRING(305159.3054646206 5033399.749920332, 298612.2195000045 5039577.464594992)
1543	29	LINESTRING(311495.3934192661 5041086.273147891, 289278.3744343159 5041507.560448154)
2573	37	LINESTRING(313921.44084231195 5036029.117974819, 300790.195235183 5046449.140665289)
2046	20	LINESTRING(305141.2817530366 5040053.517141099, 299489.4321009108 5040282.872638031)
316	32	LINESTRING(304492.50086773327 5038016.845687118, 299438.46289139346 5040797.21926203)
637	31	LINESTRING(308979.18013663025 5041431.567225806, 299870.09404959425 5043018.028705852)
1093	27	LINESTRING(306632.5232493463 5041036.82325368, 299695.63941116096 5050031.892850476)
845	21	LINESTRING(307091.70782957587 5041022.740539544, 293186.7532644357 5047392.216820074)
2454	22	LINESTRING(308671.6395551312 5053302.51620233, 300582.70214287564 5040619.317279705)
382	32	LINESTRING(309474.3313143459 5044166.067258873, 299355.02602509427 5040494.032089108)
2624	23	LINESTRING(306687.22097328154 5037167.621615357, 298860.1705850971 5040278.467352541)
1431	26	LINESTRING(309382.6249323272 5052181.180099031, 299068.9221612006 5042444.685293851)
317	41	LINESTRING(310240.43749102444 5049034.682104236, 302446.4951188545 5048968.2100882195)
18	33	LINESTRING(304652.81774518517 5037499.103799223, 299472.07265179 5040663.21467303)
2729	30	LINESTRING(305031.6672745264 5038141.194779721, 298449.63917523564 5039706.249022223)
562	27	LINESTRING(312477.1213267855 5040969.969857557, 300243.531677996 5042805.4416107135)
2443	29	LINESTRING(304971.9051090306 5046346.7572666425, 276129.6504445288 5037434.1216936)
1834	20	LINESTRING(310896.8068365591 5050841.881620193, 300669.18147150724 5041996.184112802)
1230	31	LINESTRING(307347.8330888569 5038079.540033993, 299550.87551286735 5041032.474058361)
335	26	LINESTRING(307936.64400996926 5039907.245961179, 298767.6830117678 5039868.792910586)
1448	23	LINESTRING(306887.25180702825 5035944.7762172455, 290940.25933454273 5041474.1500622565)
932	31	LINESTRING(304679.8904584546 5039306.04159495, 296345.5446501455 5044377.3368832795)
107	23	LINESTRING(305692.6081841775 5039873.242554273, 300027.30559193745 5051679.181684719)
2008	25	LINESTRING(304017.6572838538 5039685.517532938, 294464.43296605645 5045686.739943802)
534	28	LINESTRING(308431.2906439902 5036169.845641015, 272064.0863725096 5031382.261552269)
1464	28	LINESTRING(311101.3007370073 5038522.8733581845, 286990.24208738335 5037434.283606588)
2261	21	LINESTRING(304590.48450109485 5038094.1667322125, 298918.8273196605 5037680.784738014)
2808	29	LINESTRING(305967.8803168844 5037546.704188027, 300508.303830406 5039766.921627278)
612	19	LINESTRING(304149.2169929567 5039116.960922595, 294545.3031042874 5040230.698949554)
144	26	LINESTRING(306062.19383266603 5047044.150690409, 299194.6935460656 5040615.685534145)
2917	25	LINESTRING(311253.76303028245 5035634.423383342, 291976.8318552954 5034127.946892686)
1915	22	LINESTRING(307074.8213841519 5040083.174509098, 302904.7372056129 5054055.090856644)
940	19	LINESTRING(308494.4049374888 5035698.693648619, 300401.1138609469 5040172.469656318)
2044	30	LINESTRING(311842.31993719254 5040813.371523082, 300639.69502050075 5043750.751135765)
2405	23	LINESTRING(311003.3135142415 5038703.389761779, 299778.7215966918 5039870.746704807)
213	37	LINESTRING(309760.91032399423 5036989.876724534, 295058.00594030623 5041465.146248262)
1061	32	LINESTRING(306096.02671080525 5034121.46436507, 298582.1381644063 5039798.137953506)
807	34	LINESTRING(308053.2491777309 5049882.027014528, 286315.5903033189 5039060.338970098)
820	24	LINESTRING(311685.4271878658 5047736.107524076, 299367.5457727927 5040410.376354785)
2609	24	LINESTRING(312371.7866262495 5048572.971983793, 301129.1322154462 5045159.478737645)
2740	34	LINESTRING(306873.62257861835 5042959.404355419, 300118.90440459765 5048086.996338418)
424	30	LINESTRING(305671.3888925507 5043326.291402906, 299546.4155579134 5039562.658300494)
2195	29	LINESTRING(305000.6937609001 5042607.16522154, 300622.31374387647 5045136.024144262)
2691	34	LINESTRING(307105.71446331684 5034896.715849857, 298784.82240477524 5039341.196236748)
70	24	LINESTRING(307076.6480974117 5043996.279054909, 300747.63816380565 5041945.040557767)
313	25	LINESTRING(304352.2433991903 5038021.465185981, 291333.589327251 5041381.677667313)
711	53	LINESTRING(315501.3022524499 5044348.061202397, 300276.07609863125 5041726.905346691)
2974	21	LINESTRING(305115.4419032967 5042107.318962154, 298219.3216629231 5054299.577425115)
2062	33	LINESTRING(309980.0644021396 5039845.973529705, 300439.0215262036 5045448.176470828)
2452	30	LINESTRING(303312.500748291 5041695.659148245, 294377.4266401877 5031231.232372594)
2886	43	LINESTRING(304632.40977749735 5037857.36863376, 299520.89780776994 5040911.726649466)
2876	35	LINESTRING(306190.1759259496 5038072.597286327, 296315.3328266963 5037318.051432027)
1495	27	LINESTRING(308753.56036215555 5047921.9809614755, 294548.91868238896 5031894.492267607)
209	28	LINESTRING(303162.3556535364 5042944.126702768, 302933.4569029381 5051164.666581249)
709	29	LINESTRING(306660.70686730754 5041790.456911031, 293262.65468875197 5047079.103815383)
209	28	LINESTRING(303079.3569167199 5042944.377225557, 302959.41707118036 5051142.049818201)
1089	21	LINESTRING(306351.38685165433 5046072.20418625, 300652.65806719486 5045412.493159835)
1778	27	LINESTRING(312337.38979011006 5037748.245666314, 289149.28214877745 5036386.743391613)
2151	32	LINESTRING(319376.966434883 5044239.182713833, 296322.40663369535 5042751.651344839)
1610	26	LINESTRING(308173.482508264 5051807.271784283, 299716.5196062489 5039836.840325399)
2875	28	LINESTRING(303935.1113825402 5041605.341184126, 296135.89426423825 5037240.456810527)
2701	27	LINESTRING(303568.27178395755 5043820.890834763, 295390.37593824626 5037202.403432875)
584	33	LINESTRING(306552.566728636 5034069.889326777, 299645.9288907506 5040444.517242813)
2933	31	LINESTRING(306280.0684463904 5041177.4826594815, 299844.813373112 5040874.300965513)
120	44	LINESTRING(306416.6294408198 5037147.451515102, 299226.11009936716 5040397.164987297)
80	36	LINESTRING(306446.1822334235 5042465.592797227, 286132.7876083398 5039317.067641225)
1552	21	LINESTRING(309337.84493824723 5036822.084334352, 298435.38372049615 5040798.069757846)
1630	26	LINESTRING(315799.95804515964 5044662.088174623, 300258.5333984171 5041391.201888581)
2411	23	LINESTRING(312250.70775824005 5047991.538878273, 299446.90558566543 5046324.014669029)
1407	25	LINESTRING(305159.00672093424 5042756.482740419, 301839.83713781 5058262.031481391)
2575	20	LINESTRING(305816.3651094751 5034912.278936254, 298405.6826722133 5044084.825115226)
1253	25	LINESTRING(309087.3561535737 5052680.825966703, 288984.3451501179 5035792.241417819)
423	24	LINESTRING(310350.39290253224 5038916.18518756, 299350.5276505679 5039814.674638505)
813	23	LINESTRING(308224.7859596138 5035607.895938023, 302894.7657736525 5040587.668591544)
815	28	LINESTRING(310275.3206290529 5039760.233712897, 299629.7259275812 5041540.710546222)
1804	33	LINESTRING(313958.43780132016 5038014.87743797, 290587.80998549616 5040758.3819596)
1527	29	LINESTRING(302868.16045836144 5043036.080258872, 300883.78845734877 5040842.4910645)
2665	28	LINESTRING(310215.39459632087 5037019.130940531, 298886.2762340508 5039600.663756155)
2200	32	LINESTRING(306049.599989074 5036571.9166104095, 298536.92396781436 5040399.444843985)
341	25	LINESTRING(306689.94321259897 5044609.913688111, 294727.1680129342 5034499.101646122)
875	22	LINESTRING(306233.105790077 5038780.144305123, 298217.3483968204 5042131.2759158015)
2905	33	LINESTRING(308974.0789104457 5037500.2903388655, 293855.0455816667 5037548.129103355)
819	22	LINESTRING(307437.76711519546 5034937.144422534, 300236.7768155663 5051748.607056446)
2650	30	LINESTRING(308731.84004234296 5049410.87398585, 289080.07776974275 5042093.131501662)
1617	24	LINESTRING(307768.9189126134 5032028.258179751, 296371.3876532696 5045008.685878647)
1277	21	LINESTRING(306123.9631082927 5043530.48530883, 299876.7697340285 5041424.670639879)
36	27	LINESTRING(309128.77698424575 5044847.317550761, 287867.7965823136 5043729.513510797)
1174	22	LINESTRING(303656.99865258706 5043296.376512187, 298792.2610939868 5045920.416174525)
1882	40	LINESTRING(314353.73623369663 5036477.039452289, 301055.4987869008 5042234.276443266)
957	33	LINESTRING(307628.58132282295 5043025.6737520555, 299812.3638198331 5038426.525696948)
2676	32	LINESTRING(311328.7721557307 5036634.386774133, 295629.7573008808 5033349.544071336)
1754	50	LINESTRING(307061.7133253848 5036642.123092538, 299030.8611673483 5041261.023787967)
2148	19	LINESTRING(304146.5857241075 5041584.270191935, 299761.251213453 5041456.963608627)
2190	25	LINESTRING(305077.356775458 5040344.615910442, 298411.362580024 5039651.15838091)
1873	32	LINESTRING(305362.26919199154 5039677.323253477, 293800.9619024094 5046018.401977426)
2464	57	LINESTRING(302855.9541814445 5042853.848934961, 297433.9763707777 5043263.108912036)
626	25	LINESTRING(307079.5972912144 5036878.205208856, 297896.81898248405 5036923.633331714)
491	35	LINESTRING(306232.7748268959 5036905.67263792, 299370.03898615687 5040344.8575977115)
1510	46	LINESTRING(312171.544220023 5040283.031430604, 285451.18005355576 5035366.835364503)
962	30	LINESTRING(307300.65625703236 5044540.02577157, 299601.2150113059 5040737.122345958)
558	38	LINESTRING(310211.678846802 5040313.793671461, 294861.61094797694 5048003.58526636)
2521	29	LINESTRING(305563.87206311047 5034503.640966025, 293211.6933718858 5033998.7785395365)
1118	18	LINESTRING(306398.3039218863 5033028.15589025, 300600.653898154 5041233.987882886)
841	20	LINESTRING(308778.86560292443 5040968.373399689, 300000.63672765624 5045869.11615861)
938	47	LINESTRING(310878.08434103505 5037467.704348426, 290296.45775961806 5040971.08458488)
1520	35	LINESTRING(307477.20697112003 5038793.997181274, 294942.55412954045 5045154.107257679)
1888	25	LINESTRING(308215.5896320418 5050525.162456986, 299402.70944040513 5039920.603045493)
2812	34	LINESTRING(317680.7639796969 5044035.562304359, 292406.967664377 5037157.757065728)
2499	26	LINESTRING(308596.13227761234 5042788.870018251, 299988.8010706696 5041566.054819288)
1768	22	LINESTRING(307186.26811281603 5041573.210972661, 299532.7341927496 5040056.546838483)
1917	27	LINESTRING(307961.89723005635 5044388.637479525, 299048.32940025814 5034849.875683433)
733	31	LINESTRING(316688.5298653316 5042482.315137968, 298418.7351062562 5041035.018873147)
1165	34	LINESTRING(311171.3519113068 5038758.036620803, 298722.4668972308 5054346.7191809155)
1958	28	LINESTRING(306656.68451782037 5043767.848947059, 297899.0913980371 5044849.273600705)
1724	33	LINESTRING(304753.18344610656 5043597.304638272, 299118.88070466655 5040304.230605925)
2440	41	LINESTRING(306979.060977186 5038261.154281832, 299131.4900093032 5040467.734427517)
2495	42	LINESTRING(307421.52113456867 5043921.111895346, 298968.5711393932 5049225.807327104)
1036	22	LINESTRING(308845.7988966146 5039233.629385024, 299735.47964352136 5040296.106834596)
804	22	LINESTRING(309176.76474464644 5055243.48531802, 299106.9329551558 5040092.375210704)
2292	49	LINESTRING(306344.2320118586 5041955.58493144, 301931.3213393815 5042417.946062349)
1458	37	LINESTRING(308636.5675905941 5038159.608145549, 300613.31931198534 5040758.019110637)
2638	33	LINESTRING(309299.0198482134 5041705.272906951, 298945.3066009682 5040075.484803219)
2217	27	LINESTRING(309171.3412910269 5042811.6072625825, 299576.8232541468 5040468.476218683)
1914	23	LINESTRING(309674.4807625954 5050115.618770352, 300907.5805380154 5047537.652975925)
827	23	LINESTRING(312586.56842434435 5038004.698177653, 300565.7038117078 5045637.713745447)
458	33	LINESTRING(311686.5885183398 5038862.425004606, 299366.58816115285 5040342.392498755)
2738	22	LINESTRING(310689.6152879648 5048461.368023815, 299619.6777084802 5051131.416588653)
659	31	LINESTRING(304946.9904224459 5037526.710744584, 299456.32467053423 5040122.650085993)
80	36	LINESTRING(306466.28254653135 5042437.663010994, 286146.92533842585 5039355.20332835)
1419	36	LINESTRING(306869.39893656323 5036712.665730824, 298778.8477139222 5035260.842256037)
1887	40	LINESTRING(309337.5781146616 5054056.118055574, 299743.9180554153 5041041.657689565)
1442	14	LINESTRING(304970.46655863617 5040137.565611632, 299816.2033644168 5042581.992595047)
542	24	LINESTRING(306505.5121831774 5043055.772076221, 286729.40939840616 5034259.4239153415)
2767	24	LINESTRING(305005.09066103044 5041743.791023322, 295531.91427841777 5044012.121050436)
2401	30	LINESTRING(303147.39439884154 5043212.947615919, 292865.67080204125 5044236.449648875)
391	17	LINESTRING(304077.1619469519 5043061.316765042, 299068.7801609281 5052133.665040253)
1825	24	LINESTRING(307247.52794158435 5040460.587510362, 300520.58654025546 5045857.43718123)
1515	33	LINESTRING(316648.8818466121 5041898.304545384, 299376.199028727 5043409.683554592)
796	21	LINESTRING(307444.8199822038 5043561.767751835, 300597.7110889941 5051565.436140533)
394	30	LINESTRING(308796.3871389765 5034424.421953816, 297992.18508653104 5038944.47803547)
2576	23	LINESTRING(305768.0981226382 5035070.210396979, 298579.66886620305 5044191.370921058)
125	33	LINESTRING(312809.40767030546 5038167.156735172, 293881.6088435614 5045160.7722332105)
1078	32	LINESTRING(308756.0413277915 5036817.364053832, 299993.9267567741 5039964.4781896705)
1594	28	LINESTRING(305849.7609483636 5047138.08168939, 287607.6766861802 5038415.561752079)
1706	34	LINESTRING(307881.58031412854 5037822.389532131, 298878.532220188 5039419.070021572)
582	24	LINESTRING(308642.73985127365 5034721.20656495, 297956.42228863365 5039859.709463787)
1683	25	LINESTRING(306984.5267082027 5043788.56751232, 294772.4179976831 5034387.75148914)
2159	36	LINESTRING(312068.6811299496 5040201.997939579, 299502.0784484938 5041458.252032891)
2581	35	LINESTRING(309752.5904634248 5035074.7054180885, 300100.2085666024 5042143.706365897)
2540	28	LINESTRING(309293.68019616173 5056273.002999112, 293420.4522201472 5049976.63807039)
2460	18	LINESTRING(308203.11258370755 5045535.900312882, 300380.4983795557 5045657.62632407)
2036	26	LINESTRING(312017.1014673893 5049778.179881081, 299182.16346039635 5040122.121900814)
1596	31	LINESTRING(306611.34277101967 5040133.797758747, 293987.0129367149 5045749.942769024)
100	28	LINESTRING(304654.8469317719 5045516.456640617, 274240.5308615471 5034576.876696426)
1083	30	LINESTRING(305398.2439565759 5038677.124059454, 298395.35950505675 5046546.476468757)
2908	22	LINESTRING(303217.39813139173 5042066.315788367, 292577.64977400296 5047377.69446834)
2224	33	LINESTRING(304647.79852734157 5044655.982272678, 296044.33929004584 5040450.4886913905)
436	40	LINESTRING(307772.40076427 5034632.84325829, 299011.42687351094 5040642.678774463)
1336	43	LINESTRING(309981.33600322256 5049738.018083961, 299498.6564969409 5040039.934400175)
623	27	LINESTRING(307632.9816359865 5035188.672211992, 287658.23562556924 5034430.035384278)
680	26	LINESTRING(306956.6380128597 5038089.112879904, 299004.9865688062 5039718.002577956)
2822	43	LINESTRING(306392.35258542764 5043340.571424729, 296903.0324768189 5033085.347349239)
2274	46	LINESTRING(308853.7219142301 5037071.362244361, 290995.20633388165 5040935.243872429)
220	32	LINESTRING(305795.21100368066 5043735.443338827, 295649.2790466617 5042990.048700512)
2801	22	LINESTRING(311738.4733982645 5047514.725543703, 273383.0296388131 5040913.171023939)
2207	33	LINESTRING(311883.52065769245 5039326.167596818, 299056.83155372966 5050105.6415057015)
1733	35	LINESTRING(305435.99717902153 5044090.283795608, 296699.4328255217 5043920.520104766)
2780	27	LINESTRING(308227.5116614906 5038681.497811252, 300077.98847921676 5041562.383913923)
1608	24	LINESTRING(312766.6019527936 5038406.369362628, 299515.9292271328 5039995.881139461)
585	29	LINESTRING(305464.1935504413 5041719.157684979, 300467.76757681847 5041768.293922111)
270	24	LINESTRING(309344.81350129686 5042994.0209579365, 294213.50963994046 5038487.37100828)
868	29	LINESTRING(308978.4570930318 5036070.477803196, 299999.3761578176 5040636.880586372)
51	31	LINESTRING(307200.9660485003 5043439.6212043045, 299712.95847512933 5040098.549934673)
1064	26	LINESTRING(305823.241390228 5043514.426615487, 299711.725732566 5040923.480471225)
441	27	LINESTRING(306128.55726632656 5042442.329283994, 299094.64003059187 5042402.594098234)
1697	42	LINESTRING(308772.30507795356 5042317.842928134, 296363.69686200336 5041431.726660444)
1299	48	LINESTRING(307852.19257099106 5037868.634991014, 298281.11542766413 5038764.401280337)
68	34	LINESTRING(308336.9942948741 5045491.65561102, 300774.36630990275 5046384.125248097)
424	30	LINESTRING(305735.66408339853 5043407.098614255, 299549.6590780013 5039563.017031053)
1115	35	LINESTRING(304972.55323194986 5040250.668873328, 301065.97972606425 5047855.329604926)
2835	56	LINESTRING(302830.46517713583 5042985.398960642, 300157.23212968267 5041560.946095795)
2645	46	LINESTRING(308547.47381755227 5042259.777453268, 297123.95144057396 5043373.513266712)
1620	36	LINESTRING(306203.9905278212 5034509.00590618, 298970.1510459456 5039168.212497477)
916	23	LINESTRING(309751.0469162004 5051855.884224574, 299892.3960231828 5040294.286371014)
1417	21	LINESTRING(312684.0695502626 5040163.695293237, 293062.04011064983 5034503.733013235)
720	22	LINESTRING(306765.1192548133 5045224.4113844205, 299373.2575229258 5040313.803180568)
2233	23	LINESTRING(305197.0258441074 5034828.425579563, 285107.60920739017 5035615.151717688)
1076	21	LINESTRING(307828.43056125264 5040850.537748108, 296391.8555700691 5045172.770243275)
702	19	LINESTRING(307032.2669925536 5041517.468889913, 299377.6201766251 5041126.854472629)
277	22	LINESTRING(306600.5738665741 5042289.107955493, 301012.0806390246 5046455.866256657)
939	30	LINESTRING(310636.3713512836 5037665.808547576, 296741.1276767133 5034991.974426137)
169	27	LINESTRING(306796.5758024855 5044433.8554250235, 300289.44915176043 5041082.320560425)
1922	34	LINESTRING(316417.55055881944 5042035.56994653, 293344.89764582954 5033549.901379865)
2930	33	LINESTRING(304861.91876862565 5041826.642077677, 298205.2938790328 5044871.363548497)
2	15	LINESTRING(305156.19222883706 5040079.754276771, 294947.28104056744 5039412.803543385)
2285	29	LINESTRING(309891.1468924819 5039777.679755433, 300637.1322362686 5045397.095675201)
1235	19	LINESTRING(303850.4602171369 5042920.116373718, 298076.4270728122 5046204.641178827)
692	27	LINESTRING(318571.20701600035 5042478.366583754, 295521.555388097 5040965.894998193)
368	21	LINESTRING(311188.6820307969 5038391.242354138, 302661.58180659934 5040599.358805142)
644	21	LINESTRING(303966.6113376227 5040618.6160999425, 298411.91955063544 5039428.051497282)
1925	23	LINESTRING(303372.4799151362 5041726.475878273, 293004.93281822326 5044144.078808363)
1990	34	LINESTRING(309275.5927538336 5052723.059991766, 299503.07020187576 5039729.931271711)
1375	27	LINESTRING(308548.79035844863 5041921.480678622, 299826.21456488146 5040743.130075912)
2649	20	LINESTRING(305148.9340974416 5043670.013000564, 304924.43194121553 5055109.825493135)
2510	21	LINESTRING(305460.546197271 5038615.70126652, 300427.8541215564 5040655.920777223)
1463	27	LINESTRING(311146.27976758045 5038725.272970384, 298657.4518370714 5041091.020200803)
332	33	LINESTRING(307883.1350527714 5042525.328549612, 298872.65503322036 5039516.330368818)
2588	46	LINESTRING(307844.53452410025 5036805.252499936, 294526.4508238826 5044289.006562913)
1915	22	LINESTRING(307050.0432249372 5040039.455532682, 302929.2716233121 5054057.973064806)
201	25	LINESTRING(306808.18246779905 5035555.746429011, 278829.8876682018 5036048.942272441)
270	24	LINESTRING(309271.3870456899 5043024.951295247, 294214.70305199065 5038488.388839038)
1604	32	LINESTRING(306603.3932080675 5033690.08074439, 295043.2027278872 5039934.501638716)
1294	25	LINESTRING(306270.3406629078 5046844.075912666, 297828.23961193324 5038921.105965699)
542	24	LINESTRING(306507.0867221156 5043115.694837877, 286709.16503429797 5034254.720375693)
1806	31	LINESTRING(304155.807054772 5039386.883242168, 299442.3093683954 5040141.163396045)
1522	23	LINESTRING(306721.203054099 5045009.492365768, 295462.9596887717 5040315.5267203)
2438	52	LINESTRING(307150.8011661224 5038234.255871364, 298785.4324150905 5039759.275636057)
2963	26	LINESTRING(311134.7084291068 5047271.713849614, 304467.2830935493 5055737.095260599)
340	24	LINESTRING(306702.0888293286 5044872.115378525, 299946.2487801182 5040198.952386082)
437	30	LINESTRING(309333.8186561049 5042781.257574117, 300189.1522389287 5041482.1488382695)
2980	39	LINESTRING(308256.323815804 5050343.966392061, 294922.3221839853 5039602.695391584)
1372	21	LINESTRING(307417.8735477876 5034391.909116885, 299877.9206579667 5041789.03992091)
1884	37	LINESTRING(317016.17093831685 5042247.177461907, 299175.5786918872 5040333.11216831)
1645	26	LINESTRING(312419.4176442386 5040372.714465698, 299812.2369851697 5039979.181322289)
1395	35	LINESTRING(309350.0830144757 5035839.83628599, 299403.54073790926 5040229.962188308)
1686	30	LINESTRING(311157.9905026158 5048070.957433682, 298862.3240897759 5039973.541902397)
2919	28	LINESTRING(308200.18530897377 5041122.111955684, 299883.7400560968 5041583.646605579)
2751	20	LINESTRING(312408.8628271101 5038018.8346498655, 299943.020096933 5040309.878762576)
1700	27	LINESTRING(306405.9076917997 5045326.089193065, 299625.7503391518 5040128.663818993)
20	27	LINESTRING(305785.62991554476 5043903.695728727, 299326.7250824015 5051138.81880321)
2318	49	LINESTRING(307871.43374109257 5033878.031370673, 298782.7584125008 5040614.005762015)
2133	19	LINESTRING(305044.7930434911 5043824.399820025, 300072.22184281924 5041790.066479481)
2736	25	LINESTRING(310785.17112484516 5048457.71246484, 290826.9463593528 5033877.806658017)
1149	21	LINESTRING(309301.5147968144 5041753.031429835, 290855.0416971268 5039452.940866624)
2579	29	LINESTRING(306534.1195383112 5032888.166025693, 299898.4073301725 5040755.28732894)
223	31	LINESTRING(305431.0260008129 5042406.895869506, 305828.64556149865 5061864.213028346)
266	41	LINESTRING(309545.33551832516 5037027.398709591, 300143.9646898537 5041594.5551791545)
2051	24	LINESTRING(304083.73818378744 5044662.552136425, 293979.3062922684 5038908.652777429)
1673	29	LINESTRING(317026.18178045057 5042896.400194489, 293309.1052669529 5044282.977730544)
519	24	LINESTRING(306849.52949023707 5036701.099922869, 299117.6181510968 5040402.068786155)
1289	25	LINESTRING(309628.7081398099 5048204.498800027, 303055.405974488 5047390.975335373)
518	29	LINESTRING(306151.99515347055 5036475.89063098, 292991.62927733705 5039348.213231092)
1935	45	LINESTRING(307480.2152893497 5032968.998792677, 300860.16035039234 5036257.4536062395)
1710	19	LINESTRING(309035.2487986846 5035635.88902694, 300401.9558918851 5039752.067335655)
1235	19	LINESTRING(303835.56472999474 5042900.321648372, 298111.6401554586 5046163.417743872)
2738	22	LINESTRING(310710.93050876074 5048424.239163818, 299674.8145190668 5051183.76175803)
37	29	LINESTRING(303166.25331064046 5042893.048841631, 294421.2706073561 5045288.06454067)
1709	25	LINESTRING(308435.48331976525 5039500.104590876, 298758.1672855882 5052967.552782903)
2524	29	LINESTRING(306452.8749818107 5044091.853281457, 299462.20077838574 5039833.314672001)
939	30	LINESTRING(310567.84365173936 5037671.775029855, 296790.09740484064 5035065.299848735)
2540	28	LINESTRING(309285.23436875205 5056295.550004226, 293449.06148732605 5049995.458866767)
2825	34	LINESTRING(311630.26306389965 5039870.937186483, 296504.68858415005 5041423.871243188)
1420	19	LINESTRING(305451.80292090593 5033707.404536614, 294765.80826446915 5031304.481476558)
449	57	LINESTRING(307804.2420865306 5033421.980847189, 298196.1657312416 5039035.413737485)
2622	35	LINESTRING(309442.22956380085 5033696.890988437, 275762.01535761356 5034487.917806537)
1442	14	LINESTRING(304985.2882560759 5040090.800391826, 299850.52256965224 5042635.430222907)
2307	25	LINESTRING(305585.58555502095 5044732.849050346, 301283.30038089363 5042091.874971946)
2972	27	LINESTRING(308966.4707376853 5048815.5528473, 297620.0796726349 5048698.244081861)
106	20	LINESTRING(306876.36436508485 5036899.056624978, 301420.5481041454 5035848.760917281)
2574	31	LINESTRING(313929.19251744536 5036249.167622591, 286878.6397279823 5037500.71738928)
2584	28	LINESTRING(307178.4088807855 5043990.100539686, 298843.7198640966 5050815.930324901)
2613	41	LINESTRING(317039.4708411156 5043676.172279789, 299366.5389330818 5040433.695282551)
638	36	LINESTRING(309297.2548535466 5054503.214580432, 299644.7073700782 5040536.273236973)
2685	35	LINESTRING(307787.59201878274 5033401.371240525, 299197.983249501 5039784.349481616)
1109	20	LINESTRING(306747.0016368719 5034435.764300901, 299699.6398639869 5040289.596978635)
1439	40	LINESTRING(302986.35863442253 5043073.837241146, 299838.3700611504 5057822.642710853)
2644	40	LINESTRING(303965.0459846604 5043979.239291289, 300926.1029548607 5048835.479482786)
2338	26	LINESTRING(309251.4757447365 5051194.260102476, 295343.57294788206 5039227.679693063)
