name	weight	coordinates
1306	38	LINESTRING(310820.0 5040568.0, 299682.0 5040389.0)
1307	23	LINESTRING(303192.0 5042932.0, 300717.0 5041288.0)
1308	18	LINESTRING(307623.0 5033916.0, 298908.0 5039733.0)
1309	18	LINESTRING(304488.0 5042644.0, 298881.0 5039997.0)
1310	37	LINESTRING(309021.0 5048145.0, 301271.0 5048815.0)
1311	17	LINESTRING(305737.0 5038497.0, 296947.0 5041961.0)
1312	28	LINESTRING(306444.0 5041570.0, 294796.0 5045521.0)
1313	24	LINESTRING(308472.0 5052211.0, 294064.0 5045018.0)
1314	30	LINESTRING(309572.0 5042171.0, 299164.0 5040091.0)
1315	27	LINESTRING(305937.0 5040132.0, 296619.0 5045229.0)
1316	27	LINESTRING(309428.0 5042248.0, 296664.0 5045242.0)
1317	24	LINESTRING(309600.0 5041979.0, 299143.0 5040336.0)
1318	23	LINESTRING(309557.0 5042200.0, 297664.0 5044555.0)
1319	27	LINESTRING(309565.0 5041968.0, 299161.0 5040272.0)
1320	29	LINESTRING(306689.0 5046453.0, 298976.0 5040459.0)
1321	42	LINESTRING(307424.0 5031984.0, 299902.0 5043170.0)
1322	33	LINESTRING(303402.0 5043774.0, 300524.0 5041400.0)
1323	36	LINESTRING(311929.0 5049348.0, 288764.0 5035815.0)
1324	30	LINESTRING(308327.0 5049407.0, 299710.0 5051618.0)
1325	46	LINESTRING(306730.0 5036116.0, 300074.0 5037556.0)
1326	35	LINESTRING(306740.0 5036137.0, 292047.0 5041057.0)
1327	48	LINESTRING(310707.0 5040100.0, 299902.0 5041987.0)
1328	21	LINESTRING(312196.0 5047408.0, 296931.0 5044504.0)
1329	40	LINESTRING(307371.0 5037592.0, 279316.0 5039412.0)
1330	24	LINESTRING(312846.0 5038779.0, 299537.0 5046313.0)
1331	19	LINESTRING(312941.0 5038765.0, 299582.0 5046391.0)
1332	21	LINESTRING(303755.0 5040930.0, 292461.0 5039809.0)
1333	20	LINESTRING(303725.0 5040948.0, 298719.0 5040062.0)
1334	21	LINESTRING(303925.0 5040994.0, 298465.0 5039388.0)
1335	32	LINESTRING(307365.0 5046445.0, 300788.0 5039700.0)
1336	43	LINESTRING(309948.0 5049768.0, 299497.0 5040024.0)
1337	20	LINESTRING(303739.0 5039027.0, 300276.0 5040360.0)
1338	38	LINESTRING(305205.0 5036694.0, 301710.0 5044835.0)
1339	25	LINESTRING(305219.0 5036628.0, 301757.0 5044703.0)
1340	23	LINESTRING(310510.0 5037485.0, 295327.0 5043505.0)
1341	58	LINESTRING(305924.0 5044510.0, 301689.0 5047853.0)
1342	32	LINESTRING(306905.0 5044570.0, 300149.0 5041744.0)
1343	32	LINESTRING(303316.0 5043633.0, 292892.0 5047216.0)
1344	47	LINESTRING(303296.0 5043625.0, 300604.0 5045500.0)
1345	19	LINESTRING(312732.0 5040242.0, 294584.0 5039169.0)
1346	26	LINESTRING(312755.0 5040426.0, 300043.0 5040427.0)
1347	31	LINESTRING(314360.0 5040554.0, 303300.0 5050606.0)
1348	46	LINESTRING(306567.0 5041587.0, 298009.0 5039099.0)
1349	32	LINESTRING(306751.0 5041626.0, 290385.0 5041463.0)
1350	33	LINESTRING(308019.0 5041422.0, 300944.0 5045799.0)
1351	24	LINESTRING(306374.0 5046660.0, 298673.0 5037526.0)
1352	24	LINESTRING(306393.0 5046652.0, 298730.0 5037475.0)
1353	21	LINESTRING(308787.0 5035770.0, 296710.0 5044763.0)
1354	36	LINESTRING(306066.0 5042168.0, 299643.0 5040806.0)
1355	28	LINESTRING(313031.0 5038343.0, 302227.0 5046528.0)
1356	43	LINESTRING(308729.0 5032495.0, 299561.0 5040642.0)
1357	29	LINESTRING(309087.0 5043142.0, 299042.0 5040355.0)
1358	36	LINESTRING(306718.0 5039705.0, 292557.0 5044464.0)
1359	26	LINESTRING(309152.0 5050907.0, 299388.0 5039950.0)
1360	21	LINESTRING(306296.0 5038304.0, 279071.0 5033230.0)
1361	26	LINESTRING(306366.0 5038104.0, 279079.0 5033209.0)
1362	28	LINESTRING(305717.0 5039812.0, 289410.0 5038544.0)
1363	32	LINESTRING(303130.0 5042709.0, 300617.0 5050105.0)
1364	33	LINESTRING(305151.0 5041793.0, 268548.0 5031516.0)
1365	26	LINESTRING(311710.0 5039392.0, 299501.0 5040472.0)
1366	33	LINESTRING(306437.0 5038741.0, 300728.0 5039498.0)
1367	31	LINESTRING(306551.0 5037165.0, 285425.0 5035414.0)
1368	45	LINESTRING(306741.0 5036904.0, 299416.0 5041133.0)
1369	45	LINESTRING(306754.0 5036956.0, 297387.0 5042397.0)
1370	33	LINESTRING(307799.0 5038070.0, 302071.0 5048583.0)
1371	32	LINESTRING(305369.0 5042529.0, 293755.0 5045578.0)
1372	21	LINESTRING(307397.0 5034377.0, 299867.0 5041787.0)
1373	22	LINESTRING(303327.0 5041733.0, 294431.0 5036475.0)
1374	33	LINESTRING(303131.0 5043023.0, 286507.0 5039079.0)
1375	27	LINESTRING(308557.0 5041970.0, 299872.0 5040720.0)
1376	22	LINESTRING(310800.0 5051074.0, 300321.0 5048145.0)
1377	24	LINESTRING(310605.0 5051118.0, 297291.0 5053215.0)
1378	27	LINESTRING(303898.0 5042633.0, 279444.0 5037760.0)
1379	19	LINESTRING(307924.0 5048444.0, 297841.0 5038316.0)
1380	24	LINESTRING(307727.0 5048421.0, 297617.0 5038523.0)
1381	32	LINESTRING(311169.0 5037876.0, 299581.0 5039951.0)
1382	38	LINESTRING(309428.0 5039841.0, 298749.0 5039764.0)
1383	29	LINESTRING(309434.0 5039632.0, 290786.0 5032948.0)
1384	34	LINESTRING(309616.0 5039710.0, 300604.0 5039814.0)
1385	33	LINESTRING(308393.0 5043068.0, 299655.0 5043033.0)
1386	36	LINESTRING(319204.0 5042640.0, 295581.0 5040106.0)
1387	36	LINESTRING(310880.0 5050199.0, 299284.0 5040291.0)
1388	33	LINESTRING(306227.0 5045264.0, 296168.0 5033998.0)
1389	33	LINESTRING(306224.0 5045399.0, 296985.0 5032863.0)
1390	32	LINESTRING(306011.0 5045388.0, 297899.0 5033341.0)
1391	30	LINESTRING(306276.0 5045194.0, 296094.0 5034209.0)
1392	30	LINESTRING(304704.0 5045755.0, 301522.0 5035990.0)
1393	34	LINESTRING(309167.0 5043827.0, 299376.0 5039760.0)
1394	34	LINESTRING(310389.0 5036947.0, 298925.0 5040308.0)
1395	35	LINESTRING(309391.0 5035848.0, 299388.0 5040260.0)
1396	35	LINESTRING(309370.0 5036096.0, 299622.0 5035179.0)
1397	28	LINESTRING(317162.0 5042408.0, 290249.0 5043426.0)
1398	21	LINESTRING(303974.0 5040428.0, 296741.0 5051735.0)
1399	14	LINESTRING(304039.0 5040463.0, 296483.0 5051664.0)
1400	24	LINESTRING(307437.0 5043072.0, 291766.0 5043859.0)
1401	23	LINESTRING(306202.0 5035451.0, 285166.0 5035389.0)
1402	24	LINESTRING(303379.0 5042980.0, 297918.0 5035950.0)
1403	35	LINESTRING(307168.0 5046602.0, 299899.0 5043166.0)
1404	37	LINESTRING(307759.0 5032528.0, 298329.0 5039206.0)
1405	45	LINESTRING(307549.0 5032721.0, 289110.0 5039847.0)
1406	17	LINESTRING(303394.0 5043006.0, 299101.0 5044084.0)
1407	25	LINESTRING(305172.0 5042803.0, 301886.0 5058215.0)
1408	30	LINESTRING(316452.0 5042530.0, 299266.0 5035391.0)
1409	19	LINESTRING(317105.0 5042937.0, 301245.0 5045763.0)
1410	30	LINESTRING(302910.0 5043097.0, 299611.0 5040143.0)
1411	26	LINESTRING(309160.0 5052040.0, 298732.0 5039493.0)
1412	40	LINESTRING(305876.0 5046831.0, 295306.0 5040573.0)
1413	25	LINESTRING(312728.0 5037706.0, 300757.0 5042912.0)
1414	22	LINESTRING(312772.0 5037722.0, 299655.0 5040027.0)
1415	30	LINESTRING(304458.0 5045092.0, 300706.0 5040684.0)
1416	26	LINESTRING(304710.0 5044907.0, 302011.0 5045732.0)
1417	21	LINESTRING(312635.0 5040156.0, 293048.0 5034547.0)
1418	56	LINESTRING(307604.0 5036451.0, 298901.0 5039971.0)
1419	36	LINESTRING(306917.0 5036699.0, 298756.0 5035243.0)
1420	19	LINESTRING(305459.0 5033735.0, 294763.0 5031304.0)
1421	24	LINESTRING(307660.0 5037793.0, 300475.0 5042055.0)
1422	24	LINESTRING(303637.0 5044077.0, 300930.0 5041661.0)
1423	47	LINESTRING(303579.0 5039474.0, 298451.0 5039298.0)
1424	35	LINESTRING(305594.0 5034174.0, 298423.0 5046449.0)
1425	24	LINESTRING(305670.0 5034251.0, 298487.0 5040259.0)
1426	21	LINESTRING(303524.0 5039855.0, 301179.0 5035967.0)
1427	19	LINESTRING(306171.0 5037267.0, 296298.0 5045212.0)
1428	23	LINESTRING(306147.0 5037270.0, 286519.0 5039126.0)
1429	37	LINESTRING(312274.0 5039606.0, 298800.0 5042219.0)
1430	21	LINESTRING(309505.0 5052148.0, 301417.0 5036314.0)
1431	26	LINESTRING(309354.0 5052166.0, 299023.0 5042396.0)
1432	29	LINESTRING(305306.0 5043630.0, 300747.0 5042951.0)
1433	27	LINESTRING(305117.0 5043653.0, 299283.0 5040402.0)
1434	27	LINESTRING(307148.0 5038159.0, 300111.0 5041645.0)
1435	40	LINESTRING(308194.0 5045697.0, 298585.0 5039606.0)
1436	28	LINESTRING(308143.0 5045554.0, 302915.0 5040544.0)
1437	27	LINESTRING(308188.0 5045532.0, 299444.0 5039826.0)
1438	23	LINESTRING(308704.0 5039640.0, 299348.0 5041572.0)
1439	40	LINESTRING(302949.0 5043040.0, 299864.0 5057773.0)
1440	49	LINESTRING(305184.0 5039577.0, 296819.0 5039674.0)
1441	27	LINESTRING(305181.0 5044824.0, 286884.0 5040536.0)
1442	14	LINESTRING(304963.0 5040137.0, 299802.0 5042586.0)
1443	26	LINESTRING(307092.0 5038840.0, 299363.0 5035164.0)
1444	21	LINESTRING(308369.0 5052872.0, 294106.0 5045309.0)
1445	25	LINESTRING(308072.0 5045914.0, 300144.0 5040460.0)
1446	26	LINESTRING(303583.0 5043189.0, 299210.0 5040257.0)
1447	35	LINESTRING(305418.0 5044135.0, 296231.0 5049529.0)
1448	23	LINESTRING(306858.0 5035936.0, 290949.0 5041477.0)
1449	36	LINESTRING(306941.0 5035969.0, 299963.0 5039286.0)
1450	37	LINESTRING(306918.0 5035878.0, 299781.0 5039302.0)
1451	65	LINESTRING(310841.0 5035087.0, 299969.0 5040107.0)
1452	27	LINESTRING(310247.0 5049569.0, 300515.0 5042103.0)
1453	27	LINESTRING(307169.0 5035581.0, 298469.0 5046463.0)
1454	18	LINESTRING(310991.0 5041962.0, 297166.0 5042477.0)
1455	37	LINESTRING(312288.0 5039577.0, 299408.0 5040163.0)
1456	27	LINESTRING(312413.0 5037783.0, 288965.0 5035739.0)
1457	19	LINESTRING(304059.0 5044277.0, 298294.0 5043942.0)
1458	37	LINESTRING(308658.0 5038194.0, 300581.0 5040727.0)
1459	30	LINESTRING(309459.0 5051553.0, 299937.0 5039981.0)
1460	30	LINESTRING(310510.0 5050924.0, 293183.0 5050052.0)
1461	41	LINESTRING(307299.0 5035191.0, 300104.0 5037634.0)
1462	29	LINESTRING(307483.0 5035421.0, 300280.0 5037635.0)
1463	27	LINESTRING(311103.0 5038729.0, 298691.0 5041134.0)
1464	28	LINESTRING(311071.0 5038519.0, 286983.0 5037441.0)
1465	28	LINESTRING(311033.0 5038677.0, 298320.0 5038992.0)
1466	39	LINESTRING(307894.0 5037690.0, 300045.0 5041712.0)
1467	43	LINESTRING(307699.0 5037836.0, 295495.0 5040273.0)
1468	34	LINESTRING(309358.0 5037280.0, 300051.0 5041365.0)
1469	29	LINESTRING(305299.0 5044393.0, 295639.0 5040567.0)
1470	25	LINESTRING(305003.0 5046185.0, 296959.0 5045121.0)
1471	27	LINESTRING(307078.0 5034955.0, 299117.0 5039890.0)
1472	59	LINESTRING(317013.0 5043502.0, 300090.0 5041603.0)
1473	26	LINESTRING(303492.0 5040606.0, 300128.0 5049853.0)
1474	25	LINESTRING(305311.0 5040652.0, 301460.0 5052259.0)
1475	35	LINESTRING(303170.0 5042672.0, 298708.0 5045047.0)
1476	41	LINESTRING(306275.0 5033837.0, 289243.0 5034929.0)
1477	22	LINESTRING(306646.0 5044046.0, 297026.0 5052715.0)
1478	26	LINESTRING(305633.0 5043690.0, 295268.0 5040474.0)
1479	29	LINESTRING(305612.0 5040029.0, 292880.0 5042832.0)
1480	26	LINESTRING(311025.0 5048750.0, 291003.0 5041434.0)
1481	31	LINESTRING(310961.0 5048684.0, 292551.0 5042986.0)
1482	29	LINESTRING(304801.0 5043349.0, 299490.0 5040271.0)
1483	37	LINESTRING(303854.0 5042929.0, 295717.0 5044108.0)
1484	42	LINESTRING(304981.0 5045584.0, 299293.0 5040216.0)
1485	21	LINESTRING(305254.0 5040653.0, 299831.0 5040983.0)
1486	32	LINESTRING(317724.0 5042266.0, 299743.0 5040026.0)
1487	27	LINESTRING(309686.0 5039489.0, 290393.0 5043277.0)
1488	43	LINESTRING(310485.0 5033894.0, 296925.0 5043720.0)
1489	21	LINESTRING(308108.0 5047361.0, 297580.0 5046413.0)
1490	17	LINESTRING(308033.0 5047351.0, 297744.0 5046171.0)
1491	31	LINESTRING(310045.0 5039884.0, 301026.0 5042346.0)
1492	25	LINESTRING(307641.0 5036909.0, 302687.0 5040568.0)
1493	22	LINESTRING(307495.0 5036750.0, 302700.0 5040739.0)
1494	27	LINESTRING(310854.0 5036045.0, 279178.0 5032021.0)
1495	27	LINESTRING(308742.0 5047924.0, 294587.0 5031906.0)
1496	22	LINESTRING(312673.0 5037996.0, 300362.0 5040029.0)
1497	20	LINESTRING(312879.0 5038007.0, 299504.0 5039955.0)
1498	33	LINESTRING(304580.0 5038079.0, 298471.0 5040829.0)
1499	18	LINESTRING(303845.0 5040948.0, 298777.0 5040247.0)
1500	25	LINESTRING(303813.0 5040880.0, 298702.0 5040136.0)
1501	19	LINESTRING(307266.0 5048723.0, 299894.0 5049810.0)
1502	18	LINESTRING(307016.0 5048741.0, 299893.0 5049800.0)
1503	25	LINESTRING(304454.0 5044598.0, 293220.0 5047183.0)
1504	25	LINESTRING(310734.0 5048763.0, 295584.0 5044069.0)
1505	36	LINESTRING(306299.0 5036651.0, 297004.0 5046090.0)
1506	28	LINESTRING(306286.0 5036916.0, 296824.0 5046100.0)
1507	29	LINESTRING(302993.0 5042676.0, 297075.0 5045898.0)
1508	29	LINESTRING(306270.0 5036832.0, 296794.0 5045974.0)
1509	28	LINESTRING(303277.0 5042958.0, 300355.0 5040641.0)
1510	46	LINESTRING(312194.0 5040240.0, 285414.0 5035411.0)
1511	26	LINESTRING(307076.0 5041751.0, 299637.0 5041394.0)
1512	40	LINESTRING(307104.0 5041975.0, 294850.0 5038279.0)
1513	29	LINESTRING(307069.0 5042000.0, 299773.0 5039902.0)
1514	63	LINESTRING(305842.0 5043500.0, 299696.0 5043022.0)
1515	33	LINESTRING(316678.0 5041862.0, 299372.0 5043382.0)
1516	34	LINESTRING(316903.0 5041902.0, 299727.0 5040798.0)
1517	36	LINESTRING(309888.0 5036944.0, 293772.0 5038818.0)
1518	26	LINESTRING(310058.0 5051201.0, 297208.0 5048116.0)
1519	34	LINESTRING(304484.0 5039304.0, 300179.0 5041489.0)
1520	35	LINESTRING(307523.0 5038771.0, 294939.0 5045190.0)
1521	21	LINESTRING(306732.0 5044753.0, 295684.0 5040307.0)
1522	23	LINESTRING(306739.0 5044972.0, 295474.0 5040339.0)
1523	29	LINESTRING(312568.0 5040240.0, 295842.0 5041178.0)
1524	27	LINESTRING(308390.0 5044321.0, 298647.0 5041548.0)
1525	33	LINESTRING(302863.0 5042725.0, 300649.0 5041133.0)
1526	33	LINESTRING(302853.0 5042737.0, 299850.0 5041572.0)
1527	29	LINESTRING(302881.0 5043010.0, 300864.0 5040880.0)
1528	30	LINESTRING(302879.0 5042958.0, 300062.0 5041586.0)
1529	36	LINESTRING(312792.0 5039561.0, 299973.0 5040800.0)
1530	46	LINESTRING(312773.0 5039763.0, 288489.0 5037289.0)
1531	40	LINESTRING(309636.0 5051687.0, 302687.0 5040770.0)
1532	28	LINESTRING(308496.0 5052219.0, 302682.0 5040582.0)
1533	29	LINESTRING(312987.0 5040645.0, 298742.0 5039803.0)
1534	34	LINESTRING(307429.0 5041705.0, 293039.0 5043553.0)
1535	23	LINESTRING(304853.0 5043677.0, 295111.0 5040543.0)
1536	29	LINESTRING(304897.0 5043666.0, 298262.0 5042705.0)
1537	20	LINESTRING(306416.0 5042341.0, 301999.0 5050629.0)
1538	25	LINESTRING(312087.0 5037399.0, 298622.0 5052826.0)
1539	41	LINESTRING(310044.0 5049665.0, 285689.0 5034032.0)
1540	23	LINESTRING(307809.0 5041083.0, 301470.0 5045532.0)
1541	27	LINESTRING(307197.0 5048664.0, 295735.0 5046145.0)
1542	22	LINESTRING(310756.0 5041958.0, 299064.0 5045990.0)
1543	29	LINESTRING(311482.0 5041037.0, 289237.0 5041513.0)
1544	40	LINESTRING(311516.0 5040864.0, 293230.0 5045481.0)
1545	20	LINESTRING(305576.0 5041191.0, 298884.0 5043323.0)
1546	28	LINESTRING(309205.0 5042641.0, 299782.0 5051111.0)
1547	31	LINESTRING(310862.0 5038247.0, 298715.0 5039839.0)
1548	42	LINESTRING(305289.0 5037135.0, 296352.0 5037023.0)
1549	25	LINESTRING(307556.0 5038432.0, 301037.0 5042484.0)
1550	36	LINESTRING(311743.0 5047564.0, 298021.0 5054677.0)
1551	36	LINESTRING(317452.0 5043738.0, 285408.0 5035583.0)
1552	21	LINESTRING(309307.0 5036844.0, 298424.0 5040791.0)
1553	30	LINESTRING(316272.0 5035603.0, 298624.0 5040973.0)
1554	34	LINESTRING(307031.0 5034182.0, 296824.0 5044958.0)
1555	34	LINESTRING(316988.0 5043629.0, 299198.0 5039874.0)
1556	21	LINESTRING(306926.0 5037088.0, 296711.0 5031391.0)
1557	19	LINESTRING(305328.0 5044574.0, 297863.0 5045243.0)
1558	23	LINESTRING(310741.0 5050381.0, 301014.0 5050862.0)
1559	28	LINESTRING(309923.0 5047089.0, 294953.0 5045939.0)
1560	29	LINESTRING(316419.0 5044411.0, 293686.0 5044778.0)
1561	25	LINESTRING(308193.0 5031935.0, 302406.0 5051310.0)
1562	32	LINESTRING(304176.0 5040169.0, 299406.0 5041661.0)
1563	39	LINESTRING(304072.0 5039946.0, 299968.0 5040752.0)
1564	24	LINESTRING(304267.0 5039936.0, 299282.0 5039658.0)
1565	22	LINESTRING(308159.0 5036790.0, 300513.0 5040921.0)
1566	32	LINESTRING(306123.0 5042086.0, 299822.0 5040878.0)
1567	27	LINESTRING(308821.0 5036926.0, 298680.0 5041012.0)
1568	28	LINESTRING(306189.0 5047871.0, 299112.0 5040168.0)
1569	34	LINESTRING(309544.0 5039905.0, 292406.0 5045698.0)
1570	36	LINESTRING(308650.0 5053308.0, 291973.0 5041924.0)
1571	22	LINESTRING(308868.0 5051350.0, 300922.0 5035650.0)
1572	26	LINESTRING(310413.0 5051098.0, 300916.0 5042169.0)
1573	20	LINESTRING(306192.0 5046979.0, 300424.0 5039951.0)
1574	24	LINESTRING(304784.0 5040096.0, 299284.0 5039493.0)
1575	15	LINESTRING(305014.0 5039864.0, 299532.0 5040959.0)
1576	20	LINESTRING(309282.0 5049023.0, 299740.0 5041525.0)
1577	21	LINESTRING(303830.0 5044156.0, 293503.0 5036510.0)
1578	36	LINESTRING(307606.0 5037736.0, 297685.0 5047594.0)
1579	33	LINESTRING(305639.0 5035963.0, 298862.0 5039470.0)
1580	38	LINESTRING(315714.0 5042307.0, 299171.0 5044440.0)
1581	36	LINESTRING(315712.0 5042296.0, 299250.0 5044263.0)
1582	48	LINESTRING(303326.0 5040674.0, 298873.0 5039105.0)
1583	25	LINESTRING(311473.0 5036533.0, 285238.0 5035407.0)
1584	32	LINESTRING(308651.0 5048635.0, 296600.0 5044163.0)
1585	34	LINESTRING(307656.0 5045773.0, 296217.0 5044418.0)
1586	40	LINESTRING(310459.0 5048793.0, 299664.0 5041118.0)
1587	29	LINESTRING(306066.0 5037346.0, 298833.0 5041115.0)
1588	21	LINESTRING(305096.0 5043393.0, 299839.0 5040468.0)
1589	22	LINESTRING(304875.0 5043409.0, 300516.0 5042077.0)
1590	41	LINESTRING(308365.0 5037728.0, 299892.0 5040110.0)
1591	34	LINESTRING(304375.0 5044918.0, 300503.0 5042505.0)
1592	30	LINESTRING(304546.0 5044905.0, 297924.0 5037525.0)
1593	33	LINESTRING(305881.0 5047188.0, 299494.0 5040650.0)
1594	28	LINESTRING(305854.0 5047184.0, 287649.0 5038374.0)
1595	26	LINESTRING(307705.0 5041371.0, 299138.0 5040359.0)
1596	31	LINESTRING(306635.0 5040160.0, 293970.0 5045777.0)
1597	27	LINESTRING(309384.0 5043638.0, 292163.0 5040095.0)
1598	48	LINESTRING(316953.0 5040060.0, 300393.0 5040804.0)
1599	39	LINESTRING(307753.0 5033404.0, 299332.0 5039919.0)
1600	44	LINESTRING(307677.0 5033615.0, 299034.0 5039869.0)
1601	20	LINESTRING(306517.0 5032768.0, 300545.0 5048370.0)
1602	38	LINESTRING(306802.0 5033692.0, 298604.0 5041035.0)
1603	39	LINESTRING(303432.0 5041672.0, 300258.0 5041512.0)
1604	32	LINESTRING(306563.0 5033734.0, 295040.0 5039967.0)
1605	34	LINESTRING(306620.0 5033894.0, 295191.0 5040117.0)
1606	34	LINESTRING(306817.0 5033921.0, 295246.0 5039975.0)
1607	23	LINESTRING(312944.0 5038597.0, 299944.0 5041497.0)
1608	24	LINESTRING(312725.0 5038431.0, 299524.0 5040033.0)
1609	20	LINESTRING(308359.0 5035117.0, 299106.0 5040323.0)
1610	26	LINESTRING(308126.0 5051805.0, 299687.0 5039857.0)
1611	42	LINESTRING(309575.0 5050261.0, 301259.0 5051576.0)
1612	35	LINESTRING(309768.0 5050268.0, 301034.0 5051352.0)
1613	13	LINESTRING(304892.0 5045687.0, 300156.0 5041242.0)
1614	34	LINESTRING(309117.0 5045197.0, 303546.0 5048548.0)
1615	24	LINESTRING(317139.0 5043773.0, 298779.0 5043343.0)
1616	26	LINESTRING(312025.0 5048192.0, 300371.0 5046111.0)
1617	24	LINESTRING(307772.0 5032077.0, 296325.0 5045017.0)
1618	32	LINESTRING(305535.0 5035517.0, 277621.0 5033294.0)
1619	34	LINESTRING(306037.0 5034506.0, 279761.0 5036229.0)
1620	36	LINESTRING(306164.0 5034469.0, 299008.0 5039184.0)
1621	28	LINESTRING(310489.0 5033871.0, 299943.0 5041404.0)
1622	28	LINESTRING(305938.0 5034299.0, 298032.0 5038891.0)
1623	29	LINESTRING(308068.0 5036244.0, 300297.0 5041677.0)
1624	20	LINESTRING(308100.0 5036323.0, 301626.0 5049701.0)
1625	25	LINESTRING(307177.0 5037925.0, 301149.0 5039750.0)
1626	31	LINESTRING(309524.0 5037114.0, 295958.0 5046485.0)
1627	27	LINESTRING(306942.0 5034713.0, 299643.0 5040368.0)
1628	41	LINESTRING(307311.0 5043615.0, 300075.0 5041083.0)
1629	27	LINESTRING(307107.0 5043631.0, 295847.0 5044021.0)
1630	26	LINESTRING(315820.0 5044688.0, 300237.0 5041350.0)
1631	38	LINESTRING(306112.0 5042914.0, 300710.0 5042604.0)
1632	21	LINESTRING(306138.0 5046157.0, 298870.0 5039894.0)
1633	31	LINESTRING(306382.0 5046191.0, 298738.0 5040118.0)
1634	22	LINESTRING(306356.0 5045971.0, 298653.0 5044078.0)
1635	23	LINESTRING(306189.0 5046100.0, 298549.0 5044068.0)
1636	43	LINESTRING(305400.0 5041285.0, 298488.0 5042891.0)
1637	91	LINESTRING(315885.0 5043017.0, 295531.0 5040334.0)
1638	26	LINESTRING(306467.0 5042684.0, 302051.0 5045447.0)
1639	29	LINESTRING(304276.0 5039144.0, 292552.0 5043316.0)
1640	40	LINESTRING(306744.0 5032817.0, 275293.0 5036476.0)
1641	34	LINESTRING(309492.0 5051147.0, 299451.0 5042185.0)
1642	28	LINESTRING(308192.0 5032122.0, 287797.0 5043475.0)
1643	31	LINESTRING(309006.0 5036243.0, 299725.0 5036122.0)
1644	35	LINESTRING(307216.0 5035550.0, 297801.0 5039119.0)
1645	26	LINESTRING(312442.0 5040344.0, 299829.0 5040026.0)
1646	23	LINESTRING(312712.0 5040497.0, 299304.0 5040006.0)
1647	28	LINESTRING(305764.0 5045299.0, 303024.0 5057810.0)
1648	28	LINESTRING(311362.0 5050411.0, 299551.0 5051128.0)
1649	28	LINESTRING(311363.0 5050374.0, 298836.0 5040497.0)
1650	36	LINESTRING(307183.0 5046561.0, 301681.0 5046481.0)
1651	23	LINESTRING(306373.0 5041818.0, 299245.0 5040384.0)
1652	36	LINESTRING(312645.0 5038327.0, 299655.0 5040114.0)
1653	23	LINESTRING(313390.0 5039188.0, 300732.0 5043702.0)
1654	41	LINESTRING(311692.0 5040031.0, 297518.0 5044552.0)
1655	32	LINESTRING(316157.0 5045231.0, 299612.0 5040310.0)
1656	38	LINESTRING(303590.0 5044093.0, 299620.0 5040957.0)
1657	21	LINESTRING(310582.0 5046820.0, 291563.0 5041201.0)
1658	18	LINESTRING(305625.0 5033486.0, 299652.0 5040568.0)
1659	33	LINESTRING(303913.0 5041475.0, 299314.0 5040895.0)
1660	32	LINESTRING(303933.0 5041391.0, 299507.0 5040683.0)
1661	32	LINESTRING(305968.0 5038289.0, 298922.0 5040648.0)
1662	42	LINESTRING(304602.0 5039124.0, 299088.0 5040275.0)
1663	33	LINESTRING(304569.0 5039183.0, 298638.0 5039378.0)
1664	44	LINESTRING(308352.0 5049380.0, 300113.0 5041433.0)
1665	30	LINESTRING(308395.0 5049341.0, 298448.0 5046514.0)
1666	28	LINESTRING(308368.0 5049162.0, 299874.0 5040121.0)
1667	47	LINESTRING(309729.0 5036113.0, 300196.0 5041450.0)
1668	44	LINESTRING(304830.0 5043258.0, 299808.0 5041560.0)
1669	31	LINESTRING(303838.0 5039995.0, 297587.0 5042527.0)
1670	35	LINESTRING(315734.0 5042891.0, 300129.0 5042080.0)
1671	25	LINESTRING(316957.0 5044931.0, 298392.0 5055293.0)
1672	21	LINESTRING(303337.0 5041750.0, 293081.0 5044037.0)
1673	29	LINESTRING(316983.0 5042906.0, 293276.0 5044243.0)
1674	30	LINESTRING(307113.0 5040348.0, 297009.0 5047133.0)
1675	27	LINESTRING(309841.0 5049187.0, 299040.0 5039886.0)
1676	24	LINESTRING(305176.0 5043854.0, 302695.0 5051189.0)
1677	28	LINESTRING(304026.0 5039954.0, 297073.0 5045831.0)
1678	31	LINESTRING(314196.0 5040699.0, 301184.0 5045352.0)
1679	31	LINESTRING(314326.0 5040713.0, 301318.0 5045107.0)
1680	27	LINESTRING(311820.0 5040692.0, 297793.0 5037337.0)
1681	44	LINESTRING(306697.0 5046686.0, 295046.0 5039306.0)
1682	36	LINESTRING(308061.0 5033854.0, 299578.0 5039921.0)
1683	25	LINESTRING(306955.0 5043781.0, 294813.0 5034340.0)
1684	31	LINESTRING(312610.0 5039420.0, 302114.0 5042320.0)
1685	30	LINESTRING(311268.0 5048109.0, 300126.0 5041609.0)
1686	30	LINESTRING(311109.0 5048103.0, 298843.0 5039957.0)
1687	36	LINESTRING(311107.0 5048082.0, 299497.0 5040219.0)
1688	14	LINESTRING(305450.0 5040263.0, 300194.0 5044800.0)
1689	17	LINESTRING(305457.0 5040286.0, 300137.0 5044585.0)
1690	34	LINESTRING(308949.0 5047594.0, 302649.0 5040801.0)
1691	26	LINESTRING(309382.0 5047055.0, 302852.0 5040818.0)
1692	32	LINESTRING(309655.0 5050103.0, 296075.0 5041297.0)
1693	24	LINESTRING(311975.0 5049527.0, 295000.0 5040179.0)
